Tesla: Master of Lightning,1991,Gretel Standeven,6.38,Documentary
Gable: The King Remembered,2012,Constantine Biermatowicz,9.31,Documentary
Cat Returns. The (Neko no ongaeshi),2000,Anselma Harburtson,5.67,Adventure|Animation|Children|Fantasy
F/X,2012,Sallee Tubritt,3.91,Action|Crime|Thriller
Backfire,2012,Alexine Bernadzki,8.02,Crime|Film-Noir|Mystery|Romance|Thriller
9,1999,Dagmar Torricella,4.12,Adventure|Animation|Sci-Fi
Unforgiven,2007,Aeriel Dominy,8.97,Drama|Western
Abbott and Costello Meet the Killer. Boris Karloff,1993,Stefano Figg,3.12,Comedy|Mystery|Thriller
Clerks,1993,Linette Squier,7.69,Comedy
Waiting to Exhale,1999,Elisha Vanyashin,3.86,Comedy|Drama|Romance
Space Truckers,1963,Ilyssa Hryniewicz,3.56,Comedy|Sci-Fi
Melancholia,2013,Margaretta MacCarroll,6.29,Drama|Sci-Fi
Frankenstein Must Be Destroyed,1985,Friederike Lars,5.38,Drama|Horror|Sci-Fi
Floundering,1997,Giorgi Gisbourn,7.51,Comedy
Meet Dave,1998,Winfred Biswell,3.98,Comedy|Sci-Fi
Mahoney's Last Stand,1992,Estell Prendiville,6.86,Drama
Henri-Georges Clouzot's Inferno (L'enfer d'Henri-Georges Clouzot),1994,Lutero Farlow,1.57,Documentary
Made for Each Other,2009,Jonis Onions,2.86,Comedy|Drama|Romance
Sting. The,1994,Lyell Edgeler,5.39,Comedy|Crime
Breathing Room,1998,Gram Mitro,1.01,Horror|Mystery|Thriller
Student Bodies,2005,Lynnett Rebillard,0.77,Comedy|Horror
Girl in Progress,2000,Deeanne Murrow,4.27,Comedy|Drama
Get Thrashed: The Story of Thrash Metal,2005,Delmer Bugbee,3.0,Documentary
Hamiltons. The,2001,Dasi Gotling,6.47,Drama|Horror|Thriller
Alive,2008,Florian Mingo,0.39,Action|Drama|Horror|Sci-Fi|Thriller
Harry Potter and the Prisoner of Azkaban,2000,Yves Pelerin,9.72,Adventure|Fantasy|IMAX
Heathcliff: The Movie,2010,Frasco Hucke,1.31,Animation|Comedy
Three Colors: Red (Trois couleurs: Rouge),1993,Cos Vaissiere,4.01,Drama
Marquise of O. The (Marquise von O.... Die),2001,Genna Benck,9.59,Drama
Glass Key. The,1997,Nick McCluney,9.03,Crime|Drama|Film-Noir|Mystery
Breaking Point. The,1994,Halsey Joseff,7.99,Crime|Drama|Film-Noir
Dragonheart 2: A New Beginning,2002,Doe Bianco,3.28,Action|Adventure|Comedy|Drama|Fantasy|Thriller
Four Daughters,1998,Bunnie Loughrey,8.42,Drama|Romance
Simple Life. A (Tao jie),2009,Florenza Claiton,8.29,Drama
Peanut Butter Solution. The,2004,Nana Goter,8.64,Children|Fantasy
Relentless,2007,Benny Culross,6.73,Thriller
American Adobo,2003,Ilyse Panons,3.92,Comedy
Umberto D.,2001,Korella Grieg,8.03,Drama
Silent Trigger,2005,Blinnie McMurray,9.28,Action|Drama
Stars in My Crown,1990,Frederico Jirik,4.4,Drama|Western
Alien Trespass,2001,Fabien Blincoe,1.2,Comedy|Sci-Fi
Fever in the Blood. A,1995,Archer Carah,2.71,Drama
Russian Ark (Russkiy Kovcheg),2005,Bendix Goldes,4.31,Drama|Fantasy|War
Naked Kiss. The,2010,Rosy Bodycomb,9.2,Drama
Killjoy,2007,Corabella Rodd,0.99,Horror
Horsemen,2012,Regan MacMillan,8.45,Crime|Drama|Horror|Mystery|Thriller
Tora-san's Rise and Fall (Otoko wa tsurai yo: Torajiro aiaigasa),2009,Tatiania Brane,9.16,Comedy
Russia 88,2000,Wakefield Wetherill,4.95,Drama
Lady Vanishes. The,1984,Dagmar Warr,8.29,Action|Comedy|Mystery|Romance
Arabesque,2008,Shayne Saintsbury,6.94,Adventure|Drama|Romance|Thriller
Terminal. The,1995,Chad Mullally,7.67,Comedy|Drama|Romance
Signal. The (Señal. La),2005,Elia Tyndall,5.35,Drama|Film-Noir|Mystery|Romance
Strange Case of Angelica. The (O Estranho Caso de Angélica),1980,Randal Redbourn,6.6,Drama
Blonde Crazy,1960,Colleen Saward,5.02,Comedy|Crime|Drama|Romance
Donovan's Reef,2003,Jake Sultan,4.0,Action|Comedy|Romance
Adam & Steve,1992,Dominga Gillanders,1.8,Comedy|Romance
Dead Air,2002,Gertrud Playfair,3.27,Horror|Sci-Fi|Thriller
Rat,2009,Astra Ubsdale,4.95,Comedy|Drama|Romance
See What I'm Saying: The Deaf Entertainers Documentary,1974,Korry Mutton,8.95,Documentary
Beethoven's Big Break,1989,Wyatt Jarnell,4.26,Children|Comedy
We Own the Night,2010,Lona Whyman,4.08,Crime|Drama
Dark. The,2000,Riannon Wittier,6.83,Horror|Mystery|Thriller
Marilyn in Manhattan,2007,Rhodie Prior,8.76,(no genres listed)
Gazebo. The,1990,Keith Lunney,1.71,Comedy|Crime
Authors Anonymous,2005,Garald Henrych,3.2,Comedy|Drama|Romance
1984 (Nineteen Eighty-Four),2004,Dene Hordle,6.44,Drama|Sci-Fi
Street Trash,1995,Ikey Colley,3.8,Comedy|Horror
Midnight,1999,Rozalin Crake,9.84,Comedy|Romance
Beyoncé: Life Is But a Dream,1997,Ashton Swaysland,4.77,Documentary
Old Joy,2008,Gav Spinige,5.58,Drama
Death in the Garden (Mort en ce jardin. La),1999,Velma Edlestone,9.69,Drama
Face of a Fugitive,2009,Alika Talby,7.09,Western
Empire of Silver (Bai yin di guo),1992,Doloritas McVicar,2.44,Drama|Romance
Topaze,1957,Juliet Armand,2.75,Comedy|Drama
Detropia,1998,Evie Monery,6.24,Documentary
Hounddog,2001,Pall Peery,4.46,Drama
Pups,2006,Lisbeth Rubra,4.31,Crime|Drama|Thriller
The Hearse,2004,Hazel Berick,4.19,Drama|Horror|Mystery
Blow-Out (La grande bouffe),1984,Inge McClunaghan,0.53,Drama
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),1993,Tobias Skellion,7.1,Comedy|Drama
Best of Times. The,2008,Ruth Kibbye,3.4,Comedy|Drama
Sumo Do. Sumo Don't (Shiko funjatta),2007,Lisette Whitesel,6.36,Comedy
Yatterman (Yattâman),1996,Lucias Daltry,7.34,Action|Comedy|Fantasy
Good German. The,1992,Berri Meaddowcroft,7.93,Drama|Mystery|Thriller
Hollidaysburg,2003,Caesar Amdohr,7.46,Comedy
Cyberbully,2009,Florenza Olrenshaw,2.97,Drama
Knights of the Round Table,2010,Ofella Maleham,9.03,Adventure|Drama
Lisa Picard is Famous (a.k.a. Famous),1997,Jasun Saipy,3.41,Comedy|Drama
Urusei Yatsura Movie 2: Beautiful Dreamer (Urusei Yatsura 2: Byûtifuru dorîmâ),2012,Leora Andrioni,9.69,Animation|Comedy|Fantasy
Super Sucker,1964,Jeffry Uren,4.94,Comedy
Flower in Hell (Jiokhwa),2005,Currey Cornil,5.73,Crime|Drama
Waxworks (Das Wachsfigurenkabinett),2004,Gaven Cable,9.38,Comedy|Drama|Romance|Thriller
Soccer Days,2007,Neils Gaytor,3.47,Comedy
Gett: The Trial of Viviane Amsalem,2011,Coralie FitzGilbert,4.99,Drama
Good Guys and the Bad Guys. The,1991,Simmonds Ethridge,5.17,Comedy|Western
Mother's Day,2011,Ethelyn Martinets,8.26,Comedy|Horror
Lady in Number 6: Music Saved My Life. The,2008,Liesa Beake,1.6,Documentary|Drama
You and Me,2000,Orel Jorcke,9.53,Crime|Romance
Virtual JFK: Vietnam If Kennedy Had Lived,2012,Madelina Maplestone,5.27,Documentary
Three Came Home,2007,Alano Wrightson,7.46,Drama|War
Zombies of Mora Tau,1997,Melinda McClinton,2.58,Horror
War You Don't See. The,1967,Prudi Daniel,5.62,Documentary
Back Street,2004,Wilden Aireton,9.56,Drama
Jerk. The,1994,Perry Boncoeur,1.5,Comedy
Lawless Range,2005,Gwenette Duffy,1.41,Western
Adventures of Captain Marvel,1988,Waring MacLleese,0.36,Action|Adventure|Fantasy|Mystery|Sci-Fi
Goodbye First Love,1993,Derk Crollman,5.76,Drama|Romance
Back to School,2000,Julianna Gawthrop,5.42,Comedy
Le grand soir,1995,Esteban Oughtright,5.95,Comedy
Lianna,1996,Marnia Woolmington,3.22,Drama|Romance
Dracula Untold,2007,Melinde Neames,9.31,Action|Drama|Fantasy
Love Torn in Dream (Combat d'amour en songe),1992,Flory Okill,5.14,Drama|Fantasy
The Living Magoroku,1985,Hashim Canada,6.66,(no genres listed)
Brideshead Revisited,1998,Bartholomeo Montford,1.1,Drama
Life Partners,1999,Vannie Van Niekerk,2.52,Comedy|Romance
Burn After Reading,1997,Starr Newis,1.79,Comedy|Crime|Drama
Lord of the Flies,2004,Angus Carragher,5.84,Adventure|Drama|Thriller
Marihuana,1994,Say Sinncock,9.0,Documentary|Drama
Death Sentence,2006,Austin Greatorex,2.14,Drama|Thriller
Free Money,1994,Durand Foster-Smith,6.11,Comedy|Crime
Rope,2011,Ingmar Gate,7.01,Crime|Drama|Thriller
Unrated II: Scary as Hell,1994,Zechariah Rolland,9.76,Horror
Private Life of Sherlock Holmes. The,2010,Gwenora Burnard,7.08,Comedy|Drama|Mystery
Insurgent,1984,Denny Ellicombe,7.38,Action|Romance|Sci-Fi
Corto Maltese: Under the Sign of Capricorn (Sous le signe du capricorne),2003,Rodie Mannock,5.34,Animation|Drama|Romance|War
Russian Doll,1990,Kathleen Garces,2.09,Comedy|Romance
Phase 7,1994,Glenden Denisard,4.51,Comedy|Sci-Fi|Thriller
Mark of Zorro. The,2011,Janeta Prise,0.92,Adventure
Jesse Stone: Stone Cold,2012,Rorke Oxtaby,6.79,Crime|Drama|Mystery
Downtown,1994,Torrin Ricarde,0.82,Action|Comedy
Gods Must Be Crazy. The,2008,Concettina Feltoe,2.0,Adventure|Comedy
Cargo,1992,Allix Cantopher,5.72,Sci-Fi
Blood Runs Cold,1995,Layla Gummer,8.17,Horror
Life of Aleksis Kivi. The (Aleksis Kiven elämä),2007,Loralie O'Doireidh,9.09,Drama
Solaris,1984,Erny Overington,2.92,Drama|Romance|Sci-Fi
Pray the Devil Back to Hell,2011,Row O' Hanvey,8.78,Documentary
Werewolf Woman (La lupa mannara),1996,Inessa Dwyer,9.54,Horror
You'll Never Get Rich,1999,Pier Dondon,5.14,Comedy|Musical|Romance
Swimming with Sharks,2004,Dun Stanett,6.12,Comedy|Drama
Facing Windows (Finestra di fronte. La),2003,Putnam Alders,0.49,Drama|Romance
Jewtopia,2009,Kennith Currer,9.08,Comedy|Romance
High Noon,2012,Jacklin Avrahamian,3.43,Drama|Western
Face of Terror,1995,Conni Gaunt,9.61,Action|Drama|Thriller
Min and Bill,1988,Hank Wrintmore,9.32,Comedy|Drama
India: Matri Bhumi,2005,Myrwyn Moss,2.95,Documentary|Drama
Thunderbird Six,1992,Haroun Champken,7.65,Action|Sci-Fi
Seventh Victim. The,1999,Geneva Renols,0.71,Drama|Film-Noir|Horror|Mystery
The Tree. the Mayor and the Mediatheque,2010,Estelle Vatini,1.46,Comedy
Drunken Master (Jui kuen),1999,Trixi Goodlip,4.1,Action|Comedy
Il piccolo diavolo,1992,Thoma Oldfield,1.18,Comedy|Fantasy|Romance
Until the End of the World (Bis ans Ende der Welt),1996,Ari Burleigh,0.16,Adventure|Drama|Sci-Fi
La dama boba,2009,Taylor Abbett,1.31,Comedy
Court Jester. The,1993,Caroljean Pragnell,5.74,Adventure|Comedy|Musical
Starship Troopers,1995,Fielding Kinnett,9.17,Action|Sci-Fi
Hum Tum,1993,Gorden Dulanty,5.8,Comedy|Drama|Musical|Romance
Pride of the Marines,1995,Lionel Becaris,2.08,Drama|War
Secret Agent,1996,Morten Lindsay,5.08,Thriller
Hollywood or Bust,2008,Sher Grimsdell,7.06,Comedy|Musical
Sam Peckinpah's West: Legacy of a Hollywood Renegade,2008,Creight McIlvoray,6.01,Documentary
Wrestling for Jesus: The Tale of T-Money,2002,Codie Tye,7.72,Documentary
Das Leben ist nichts für Feiglinge,2006,Rhianon Biasioni,2.42,Drama
Madadayo (a.k.a. Not Yet),1990,Erick Brownlee,1.68,Drama
B.T.K.,1999,Cathi Evans,0.16,Crime|Drama|Horror|Mystery|Thriller
I Drink Your Blood,2012,Rossie Ransfield,6.75,Horror
Colour Me Kubrick: A True...ish Story,2007,Ninette Chaff,2.34,Comedy|Drama
Passion of Ayn Rand. The,2007,Neill Skydall,1.46,Documentary|Drama|Romance
Solaris,2000,Maryrose Dolley,5.86,Drama|Romance|Sci-Fi
Murder by Proxy: How America Went Postal,1993,George Sandison,0.84,Documentary
Happening. The,2003,Zebedee Ecclestone,7.69,Drama|Sci-Fi|Thriller
Genova (Summer in Genoa. A),1996,Coralie Detoc,9.09,Drama|Romance
Halloween 4: The Return of Michael Myers,1990,Bernette Flintuff,4.01,Horror
Last Trapper. The (Le dernier trappeur),2010,Pavel Headon,6.91,Adventure|Documentary
Top Dog,2000,Wood Sellers,4.43,Action|Comedy|Crime|Thriller
Over the Brooklyn Bridge,2001,Kipp Stubbins,1.44,Comedy
Otaku,2001,Chadwick Shinefield,3.95,Documentary
Pigs,1998,Laverna Welfair,8.83,Comedy
Brooklyn Dodgers: The Ghosts of Flatbush,1992,Conrade Littlekit,0.5,Documentary
The Forgotten Faces,1991,Janelle Castiglione,6.17,(no genres listed)
Valley of the Dolls,1998,Hugibert Penk,6.76,Drama
Summer at Grandpa's. A (Dong dong de jia qi),2012,Papageno Lightbowne,1.08,Drama
Axed,1995,Udall Hause,6.37,Drama|Horror|Thriller
Delusion,2012,Prescott Rentelll,1.0,Crime|Drama|Thriller
Battle Beyond the Stars,2010,Jamie Dahlbom,6.68,Sci-Fi
Cabinet of Caligari. The,2002,Phineas Tuft,9.92,Thriller
Loft (Rofuto),2005,Shelden Seamark,6.68,Horror
Where the Heart Is,1993,Eddie MacIan,8.69,Comedy|Drama
Weeds,2009,Effie Lyttle,4.15,Drama
Conspirator. The,2000,Felipe Iacovelli,6.03,Drama
ATM,2004,Kasper Oxbrough,0.38,Horror|Thriller
Matter of Life and Death. A (Stairway to Heaven),1994,Linda Boyn,7.61,Drama|Fantasy|Romance
Bukowski: Born into This,1991,Caleb Mattei,6.89,Documentary
Kill Me Later,1993,Malinde Harriott,8.23,Romance|Thriller
Pete's Dragon,2013,Ware Cyples,1.83,Adventure|Animation|Children|Musical
Kocken,2009,Merrel McSharry,0.44,(no genres listed)
Grotesque (Gurotesuku),2012,Ase Elger,9.73,Horror|Thriller
Visitor Q (Bizita Q),2000,Bernardine Swigg,9.96,Comedy|Drama|Horror
Death Race 3: Inferno,2000,Gene de Villier,4.92,Action|Sci-Fi|Thriller
Amor brujo. El (Love Bewitched. A),1992,Goldi Northfield,2.58,Drama|Musical
Burrowers. The,2006,Hewe Bassano,2.04,Horror|Thriller|Western
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),2005,Ellette Calken,7.69,Action|Romance
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),2007,Sara Ling,2.99,Action|Adventure|Animation|Drama
Dangerous Beauty,2012,Margalit Barczynski,2.91,Drama
Las Vegas Story. The,1987,Vanya Ryall,9.23,Crime|Drama|Film-Noir
14 Blades (Jin yi wei),2000,Malory Spread,2.47,Action|Drama
Los Bandoleros,2000,Stephenie Cancutt,0.71,Action|Drama
Forest Warrior,1994,Hyatt Mount,2.59,Action|Adventure|Comedy|Western
Cold Creek Manor,2012,Mavra Tee,4.91,Drama|Thriller
Clash of the Titans,2012,Ollie Jepperson,5.03,Action|Adventure|Fantasy|Romance
Bill Cosby. Himself,2003,Tony Glashby,5.91,Comedy|Documentary
Final Destination 2,2003,Chelsae Edgar,6.85,Horror|Thriller
Trap: What Happened to Our Dream of Freedom. The,2009,Janaya Farman,3.26,Documentary
King of Hearts,2002,Inigo Gheeraert,9.12,Comedy|Drama|War
Imposter. The,1992,Craggie Meynell,1.74,Documentary
Uncle Buck,1997,Parker Beathem,7.37,Comedy
Tell Them Anything You Want: A Portrait of Maurice Sendak,2008,Katee Tetsall,8.21,Documentary
Ordinary Decent Criminal,2009,Linzy Eyden,9.35,Comedy|Crime
Kevin Hart: Seriously Funny,2006,Jammal Hurley,4.97,Comedy
Sliding Doors,2003,Meridel Matoshin,2.83,Drama|Romance
My Awkward Sexual Adventure,1999,Dulcia Folkerts,7.52,Comedy
Enfer. L',1994,Estrella Foskew,3.3,Drama
Man. Woman and the Wall (Kikareta onna no mirareta yoru),1992,Tiler Lumly,7.41,Drama|Romance|Thriller
Criminal Code. The,1997,Nate Quincee,6.31,Crime|Drama|Romance
Frenzy,1995,Kurt Kleinstern,7.66,Thriller
Fast and the Furious. The,1996,Morry Deely,0.72,Action|Crime|Thriller
Year of the Gun,1993,Aubrey Detloff,8.77,Action|Romance|Thriller
Separation. A (Jodaeiye Nader az Simin),1999,Erminie Ellings,3.05,Drama
Jakob the Liar,1998,Julius Linnane,4.51,Drama
Boys from Brazil. The,1985,Lloyd Pester,2.37,Action|Mystery|Thriller
Girl. The,1993,Hailey Biddles,3.81,Drama
Someone's Watching Me!,2003,Hannah Kermath,9.86,Horror|Mystery|Thriller
Ruins. The,1985,Martino Bronot,2.27,Horror|Thriller
Calendar Girl,2011,Amery Ailmer,7.09,Comedy|Drama
Casino Jack,1996,Kit Etter,6.18,Comedy|Crime
Little Dorrit,2006,Lennie Aldred,5.8,Drama|Romance
Who'll Stop the Rain,1992,Mattheus Bluett,2.22,Crime|Drama
Chinese Zodiac (Armour of God III) (CZ12),1972,Cindy Arrigo,6.68,Action|Adventure|IMAX
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),1999,Fawn Dallaway,6.54,Action|Adventure|Animation|Comedy|Crime|Mystery
The Dancer,2004,Wolfy McLinden,7.13,Drama|Romance
Tobacco Road,1986,Murray Cotsford,0.73,Comedy|Drama
Lost Thing. The,2008,Halsey McCrystal,7.43,Animation|Drama|Fantasy
Mr. Holland's Opus,1995,Dolley Fawlkes,5.92,Drama
Mark Twain,2000,Mozelle Tebb,7.57,Documentary
In Therapy (Divã),2006,Joellen Byatt,2.5,Comedy|Drama|Romance
Centurion,1994,William Mollnar,9.01,Action|Adventure|Drama|Thriller|War
SUBWAYStories: Tales from the Underground,1997,Clementina Anglin,2.75,Drama
Air Hawks,1998,Axel Ogelbe,8.85,Action|Drama|Mystery|Romance|Sci-Fi
Simple Simon (I rymden finns inga känslor),1969,Fletcher Blakeley,5.07,Comedy|Drama
Devil,1999,Haily McGirr,7.25,Horror|Mystery|Thriller
Seyyit Khan: Bride of the Earth (Seyyit Han),2008,Eben McKernon,0.95,Drama|Western
Back to the Future Part III,1992,Jillene Kingwell,4.83,Adventure|Comedy|Sci-Fi|Western
Something Real and Good,1997,Serge Kidstoun,9.12,Drama
Henry: Portrait of a Serial Killer,2011,Mildrid Poll,1.61,Crime|Horror|Thriller
It's Good to Be Alive,2011,Talya Hearl,6.11,Drama
Hunting and Gathering (Ensemble. c'est tout),2010,Druci Busfield,6.5,Drama|Romance
Bad Fucking,2000,Hollis Bevens,2.38,Comedy
Orpheus (Orphée),2001,Royal Sellors,7.99,Drama|Fantasy|Romance
Meet Dave,2008,Jude Paver,1.57,Comedy|Sci-Fi
Passchendaele,2011,Addy Bielefeld,6.78,Action|Drama|Romance|War
Inside Paris (Dans Paris),2005,Eldredge Shakshaft,8.39,Drama
Dernier Combat. Le (Last Battle. The),2001,Petronia Staker,2.71,Drama|Sci-Fi
Getting Go. the Go Doc Project,2003,Archibold Gilphillan,8.94,Drama
Suspiria,2003,Torr Haggerwood,5.8,Horror
Sibling Rivalry,2005,Vail Triggol,2.24,Comedy
Water Horse: Legend of the Deep. The,2003,Isidoro Berk,1.14,Adventure|Children|Fantasy
Singing Detective. The,1999,Oberon Wragge,1.58,Comedy|Drama|Musical|Mystery
Time to Die (Tiempo de morir),2006,Lorilyn Horney,4.13,Drama|Western
Sex & Drugs & Rock & Roll,1998,Ninette Bondesen,6.91,Comedy|Drama
Mr. Holland's Opus,2006,Jobie Szymon,8.09,Drama
All I Want for Christmas,2001,Parsifal Bridson,1.61,Children|Comedy
North West Frontier,1984,Kerianne Ostridge,1.75,Adventure|Drama|War
Fracture,2010,Janene Kearley,2.98,Crime|Drama|Mystery|Thriller
Quiet Duel. The (Shizukanaru ketto),2009,Misty Radnage,9.62,Drama
Baytown Outlaws. The,2002,Gilemette MacLaig,4.41,Action|Comedy|Crime
Pekka ja Pätkä puistotäteinä,1998,Katrina Ettridge,6.88,Comedy
Missing William,1995,Adria Jacketts,5.86,Drama
Man on a Mission: Richard Garriott's Road to the Stars,2010,Allix Duckit,8.19,Documentary
Ditchdigger's Daughters. The,2010,Dorree Rottger,8.59,Drama
Logan's Run,2012,Beatriz Jeffcoat,2.43,Action|Adventure|Sci-Fi
A Justified Life: Sam Peckinpah and the High Country,1993,Charles Pigott,2.05,Documentary
Johnny Angel,1999,Starlene Berrey,0.49,Crime|Drama|Film-Noir
Riders,1985,Darcey Grayson,9.91,Action|Crime|Thriller
Polisse,2001,Hill Hellyer,7.69,Crime|Drama
Bed & Board (Domicile conjugal),1992,Simon Shires,6.26,Comedy|Drama
Clouds of Sils Maria,2013,Timmi Piscopo,0.89,Drama
Scream 2,1994,Sonni Colam,7.77,Comedy|Horror|Mystery|Thriller
Lightning Bolt: The Power of Salad,1992,Madge Adenet,1.56,Documentary
Table No.21,2003,Jodee Wynter,3.85,Drama|Thriller
House. The (A Casa),1985,Joli Gepson,5.78,Drama
Valley of the Bees (Údolí vcel),1997,Clemente Comer,4.99,Drama
The Police Can't Move,1986,Thomas Attawell,8.0,Crime
Over the Hedge,2004,Gaby Mawhinney,3.41,Adventure|Animation|Children|Comedy
Full Moon in Blue Water,2007,Garvy Seifenmacher,6.18,Drama
Rage,1990,Hartwell Hutley,5.34,Drama
Tree. The,1996,Garald Albrighton,3.33,Children|Drama
Consenting Adults,2010,Spike Wimbush,5.54,Thriller
Lady in Red. The,2011,Barbara Konzel,7.6,Action
X-Men,1994,Marga Artindale,3.99,Action|Adventure|Sci-Fi
Indiana Jones and the Kingdom of the Crystal Skull,1996,Joellyn Gregersen,6.31,Action|Adventure|Comedy|Sci-Fi
The Fault in Our Stars,2012,Fern Velde,4.84,Drama|Romance
Beyond the Gates of Splendor,2006,Konstance Defrain,2.48,Documentary
Planet of the Apes,2012,Gerianne Cabel,0.36,Action|Adventure|Drama|Sci-Fi
Scream 4,2011,Gillie Grabham,4.96,Comedy|Horror|Mystery|Thriller
Secret Life of Bees. The,2006,Kat Canete,1.21,Drama
Aziz Ansari: Live at Madison Square Garden,2001,Rina Abrahmson,8.12,Comedy
Spirit of St. Louis. The,1991,Rachele Pickthorne,6.58,Adventure|Drama
Real McCoy. The,1992,Consuela Moberley,0.46,Drama
Passion of Mind,1991,Tom Sigward,4.79,Drama|Mystery|Romance
Hurricane. The,2004,Tiffani Pharaoh,0.93,Action|Drama|Romance
Pellet (Bola. El),2010,Kirsteni Dolan,8.57,Drama
Shadow Warriors 2 (Assault on Devil's Island),1997,Darsie McCue,7.78,Action|Adventure|Thriller
The Road to Glory,1997,Rene Wattinham,7.42,Drama|War
Bye Bye Braverman,2004,Daryle Jozefiak,6.51,Comedy|Drama
Say Anything...,2003,Mia Counter,7.91,Comedy|Drama|Romance
Phantom of the Megaplex,2007,Orland Selby,8.08,Action|Children|Comedy|Mystery
Return of Frank James. The,2000,Kaja Routhorn,2.75,Western
22 Bullets (L'immortel),1987,Rhetta Willimott,6.14,Action|Crime|Thriller
Stir Crazy,1986,Lenette Lenney,0.14,Comedy
Thick-Walled Room. The (Kabe atsuki heya),1990,Cammy Skyppe,2.59,Drama|War
Lumumba,2012,Hube Gillbard,0.97,Drama
Frozen Ghost. The,1994,Essy Bardill,3.14,Mystery
Santa Claus Is a Stinker (Le Père Noël est une ordure),1998,Bradney Bockmann,8.79,Comedy
Forbidden Planet,1989,Coralyn Lydden,6.2,Drama|Sci-Fi
Something Wicked This Way Comes,2012,Midge Bointon,3.7,Children|Drama|Fantasy|Mystery|Thriller
Over-Eater. The (L'outremangeur),2008,Germana Birts,3.73,Crime|Drama
Night of the Shooting Stars (Notte di San Lorenzo. La),2012,Gabi Lenthall,3.25,Drama|War
Talk Radio,2007,Dunstan Allflatt,7.59,Drama
Flight of the Phoenix. The,2002,Jamill Eisikovitsh,4.61,Action|Adventure|Drama
Crimewave,1997,Jonah Houten,7.47,Comedy|Crime
Peculiarities of the National Fishing (Osobennosti natsionalnoy rybalki),2007,Catherin Predohl,2.62,Comedy
Strange Circus (Kimyô na sâkasu),1999,Son Winchcomb,6.64,Horror|Mystery|Thriller
Innkeepers. The,2008,Tandi Gerren,2.98,Horror|Thriller
Birth,1987,Emmalyn Dunkley,7.51,Drama|Mystery
Moonbase,1996,Ollie Kleinfeld,8.08,Sci-Fi
Panic in Needle Park. The,2002,Vanny Sykora,7.28,Drama|Romance
Fangs of the Living Dead (Malenka),2010,Analise Poad,1.17,Horror
Demolition Man,2009,Siusan Crooke,1.46,Action|Adventure|Sci-Fi
Bears,2013,Marylinda Conibeer,2.52,Documentary
Red Riding: 1974,1993,Normy Widdowson,4.82,Crime|Drama|Mystery|Thriller
Short Term 12,2006,Anestassia Robet,3.55,Drama
No Where No One (Hich Koja Hich Kas),2005,Karim Wride,6.03,Drama|Romance
